transaction_id,store_id,product_id,customer_id,quantity,unit_price,timestamp,payment_method
TXN-0003410,STORE-014,PROD-00211,CUST-000569,1,258.83,25-10-2025,mobile_wallet
TXN-0001160,STORE-006,PROD-00218,CUST-000390,4,279.94,03/23/2026 19:37,mobile_wallet
TXN-0003189,STORE-003,PROD-00008,CUST-000696,1,195.87,2025-12-01T21:03:17,card
TXN-0002713,STORE-008,PROD-00296,CUST-000503,1,246.02,01/21/2026 07:47,mobile_wallet
TXN-0004207,STORE-003,PROD-00250,CUST-000064,1,27.33,03/27/2026 05:51,mobile_wallet
TXN-0003516,STORE-010,PROD-00111,CUST-000554,3,15.96,07/02/2026 19:53,mobile_wallet
TXN-0003224,STORE-013,PROD-00227,CUST-000722,4,38.54,2025-08-25T16:00:46,card
TXN-0002964,STORE-011,PROD-00230,CUST-000694,5,29.05,2026-08-13T18:59:26,mobile_wallet
TXN-0004700,STORE-016,PROD-00143,CUST-000577,2,370.32,17-12-2025,cash
TXN-0003045,STORE-025,PROD-00013,CUST-000081,2,125.91,07/17/2026 05:06,cash
TXN-0000173,STORE-025,SKU000128,CUST-000863,4,102.36,2026-06-03T21:30:46,cash
TXN-0002613,STORE-015,PROD-00126,CUST-000431,1,120.27,2025-09-26T05:26:24,cash
TXN-0000350,STORE-023,PROD-00002,CUST-000388,4,97.99,30-05-2026,card
TXN-0003789,STORE-015,PROD-00222,CUST-000593,4,219.35,05/26/2026 13:20,cash
TXN-0004292,STORE-009,PROD-00119,CUST-000135,5,221.95,2026-05-28T19:16:08,card
TXN-0004568,STORE-002,PROD-00228,CUST-000158,3,168.6,23-01-2026,card
TXN-0003703,STORE-001,PROD-00177,CUST-000110,2,52.67,2026-08-11T08:40:45,card
TXN-0001467,STORE-021,PROD-00106,CUST-000547,0,172.64,18-05-2026,card
TXN-0004954,STORE-007,sku000007 ,CUST-000754,1,150.71,2025-11-30T16:40:00,card
TXN-0001194,STORE-006,PROD-00163,CUST-000028,2,414.19,2025-09-01T12:13:52,cash
TXN-0003867,STORE-007,PROD-00036,CUST-000703,1,277.4,07/25/2026 19:43,cash
TXN-0001846,STORE-002,PROD-00065,CUST-000655,3,66.03,02/19/2026 10:57,cash
TXN-0001067,STORE-006,PROD-00054,CUST-000068,4,267.97,2026-02-11T03:05:03,card
TXN-0000991,STORE-019,PROD-00010,CUST-000886,1,96.14,05/04/2026 21:53,card
TXN-0002189,STORE-018,PROD-00084,CUST-000631,5,147.66,03/07/2026 08:21,card
TXN-0003120,STORE-017,PROD-00115,CUST-000365,1,345.35,23-05-2026,mobile_wallet
TXN-0000922,STORE-017,PROD-00083,CUST-000541,5,243.21,06-10-2025,cash
TXN-0001237,STORE-022,PROD-00173,CUST-000006,4,124.21,2026-03-04T09:18:42,mobile_wallet
TXN-0001541,STORE-006,PROD-00078,CUST-000497,2,62.45,2025-08-29T12:11:36,cash
TXN-0004213,STORE-018,PROD-00252,CUST-000254,1,86.28,2026-01-21T06:51:37,cash
TXN-0002164,STORE-022,PROD-00162,CUST-000792,1,101.72,2026-01-15T20:09:55,cash
TXN-0002401,STORE-002,PROD-00163,CUST-000557,5,414.19,05/12/2026 19:14,mobile_wallet
TXN-0000219,STORE-012,PROD-00157,CUST-000439,5,141.14,21-11-2025,card
TXN-0002252,STORE-024,PROD-00161,CUST-000598,4,244.6,08-10-2025,mobile_wallet
TXN-0001717,STORE-010,PROD-00190,CUST-000481,2,244.93,05/11/2026 08:52,mobile_wallet
TXN-0002340,STORE-007,PROD-00158,CUST-000101,5,8.9,29-07-2026,cash
TXN-0001271,STORE-014,PROD-00140,CUST-000645,0,234.87,12/17/2025 03:49,cash
TXN-0002172,STORE-013,PROD-00208,CUST-000433,5,-270.9,2025-10-06T14:06:09,mobile_wallet
TXN-0004576,STORE-021,SKU000218,CUST-000486,2,279.94,2026-04-11T02:03:05,cash
TXN-0003651,STORE-001,PROD-00155,CUST-000949,-1,266.89,09-06-2026,cash
TXN-0004199,STORE-001,PROD-00238,CUST-000594,4,110.16,06-06-2026,cash
TXN-0004470,STORE-003,PROD-00192,CUST-000751,5,57.16,15-03-2026,card
TXN-0000169,STORE-023,PROD-00138,CUST-000546,4,56.89,2026-06-09T18:23:35,card
TXN-0000716,STORE-023,PROD-00053,CUST-000753,3,209.68,2026-06-07T17:28:30,cash
TXN-0002612,STORE-022,PROD-00264,CUST-000197,2,163.32,2025-09-28T20:50:43,mobile_wallet
TXN-0000929,STORE-010,PROD-00187,CUST-000276,4,300.08,16-11-2025,card
TXN-0003998,STORE-005,PROD-00045,CUST-000974,4,122.63,2026-03-11T00:25:04,cash
TXN-0003622,STORE-009,PROD-00249,CUST-000790,4,70.32,2025-11-09T05:27:33,card
TXN-0004636,STORE-004,PROD-00058,CUST-000625,-1,230.62,26-12-2025,cash
TXN-0001069,STORE-004,PROD-00090,CUST-000076,4,197.2,29-01-2026,mobile_wallet
TXN-0003314,STORE-004,PROD-00228,CUST-000499,1,168.6,04-09-2025,card
TXN-0002754,STORE-024,PROD-00192,CUST-000417,3,57.16,2026-03-30T18:45:03,mobile_wallet
TXN-0001694,STORE-008,PROD-00009,CUST-000659,4,229.81,16-09-2025,cash
TXN-0002235,STORE-013,PROD-00109,CUST-000211,3,121.34,2026-07-31T03:26:02,cash
TXN-0000803,STORE-020,PROD-00061,CUST-000621,0,142.82,2025-12-27T07:21:27,card
TXN-0001798,STORE-022,PROD-00126,CUST-000555,5,120.27,30-10-2025,card
TXN-0001655,STORE-018,PROD-00193,CUST-000567,-1,70.07,02/08/2026 11:43,cash
TXN-0000005,STORE-017,PROD-00052,CUST-000564,3,403.8,11/30/2025 11:43,card
TXN-0003217,STORE-010,PROD-00170,CUST-000795,4,204.4,03/20/2026 17:46,card
TXN-0003566,STORE-022,PROD-00282,CUST-000400,3,311.97,04-01-2026,cash
TXN-0004517,STORE-019,PROD-00285,CUST-000221,4,198.44,06/30/2026 16:33,cash
TXN-0003545,STORE-002,SKU000199,CUST-000795,3,49.88,2026-03-15T04:05:13,card
TXN-0001014,STORE-002,PROD-00028,CUST-000867,5,282.23,2026-06-29T15:01:17,cash
TXN-0003264,STORE-013,sku000179 ,CUST-000571,5,120.71,11/09/2025 01:27,card
TXN-0003798,STORE-006,PROD-00052,CUST-000643,2,403.8,04/20/2026 18:26,card
TXN-0004662,STORE-020,PROD-00041,CUST-000499,5,40.95,2025-09-03T22:32:07,mobile_wallet
TXN-0004059,STORE-018,PROD-00230,CUST-000727,1,29.05,2026-02-28T18:43:46,mobile_wallet
TXN-0000071,STORE-013,PROD-00294,CUST-000368,5,125.57,2026-06-27T22:55:04,mobile_wallet
TXN-0004039,STORE-023,PROD-00104,CUST-000462,4,124.94,13-10-2025,cash
TXN-0001133,STORE-004,PROD-00241,CUST-000244,2,7.24,2026-06-11T05:47:03,mobile_wallet
TXN-0003757,STORE-013,PROD-00285,CUST-000008,5,-198.44,2025-08-24T13:53:39,card
TXN-0003928,STORE-010,PROD-00166,CUST-000034,1,-249.26,03-07-2026,cash
TXN-0001134,STORE-005,PROD-00086,CUST-000701,5,24.26,01/08/2026 20:46,cash
TXN-0002739,STORE-008,PROD-00276,CUST-000929,1,193.7,02/23/2026 08:14,cash
TXN-0000570,STORE-018,PROD-00117,CUST-000127,2,15.6,03/15/2026 14:11,card
TXN-0001503,STORE-002,PROD-00005,CUST-000551,3,93.78,03/14/2026 11:44,card
TXN-0004130,STORE-020,sku000221 ,CUST-000474,3,89.36,09-08-2026,cash
TXN-0002979,STORE-009,PROD-00275,CUST-000246,4,320.55,27-01-2026,cash
TXN-0004250,STORE-002,PROD-00107,CUST-000338,2,-70.64,2025-11-15T12:34:49,card
TXN-0000417,STORE-013,PROD-00158,CUST-000909,5,8.9,2026-05-26T05:10:08,cash
TXN-0003641,STORE-004,PROD-00238,CUST-000508,1,110.16,05/03/2026 20:32,mobile_wallet
TXN-0000906,STORE-024,PROD-00094,CUST-000198,2,215.98,02/02/2026 02:18,cash
TXN-0000940,STORE-023,PROD-00153,CUST-000012,4,389.07,14-03-2026,cash
TXN-0004633,STORE-016,PROD-00192,CUST-000595,5,57.16,02/27/2026 04:24,card
TXN-0003760,STORE-004,PROD-00236,CUST-000854,3,47.02,01/29/2026 03:24,cash
TXN-0001295,STORE-003,PROD-00237,CUST-000404,1,56.05,08/02/2026 01:18,mobile_wallet
TXN-0000872,STORE-020,PROD-00069,CUST-000984,3,201.76,2025-12-27T14:59:53,cash
TXN-0004233,STORE-024,PROD-00223,CUST-000888,3,244.67,03-06-2026,card
TXN-0004463,STORE-006,PROD-00238,CUST-000799,1,110.16,02-04-2026,mobile_wallet
TXN-0003427,STORE-021,PROD-00153,CUST-000341,1,389.07,2025-08-26T23:27:57,card
TXN-0000682,STORE-003,PROD-00136,CUST-000929,3,39.83,25-08-2025,mobile_wallet
TXN-0001474,STORE-011,PROD-00094,CUST-000658,2,215.98,12-01-2026,mobile_wallet
TXN-0004055,STORE-021,PROD-00133,CUST-000307,2,372.3,06/15/2026 11:10,card
TXN-0001875,STORE-003,PROD-00259,CUST-000264,2,172.49,02/16/2026 09:01,card
TXN-0004854,STORE-007,PROD-00087,CUST-000353,4,347.77,05-08-2026,cash
TXN-0002043,STORE-014,PROD-00129,CUST-000869,1,159.98,2026-06-13T22:06:11,mobile_wallet
TXN-0000325,STORE-016,PROD-00032,CUST-000444,5,277.74,02/23/2026 22:18,mobile_wallet
TXN-0003790,STORE-017,PROD-00075,CUST-000334,4,374.2,10/25/2025 22:41,cash
TXN-0004165,STORE-025,PROD-00029,CUST-000715,4,235.83,2026-07-09T01:44:38,mobile_wallet
TXN-0002969,STORE-013,PROD-00132,CUST-000060,1,131.99,13-11-2025,mobile_wallet
TXN-0004530,STORE-015,PROD-00262,CUST-000566,3,330.85,10/26/2025 04:03,card
TXN-0003503,STORE-011,PROD-00295,CUST-000812,1,213.54,12/08/2025 20:39,cash
TXN-0001527,STORE-011,PROD-00041,CUST-000321,5,40.95,18-09-2025,cash
TXN-0000373,STORE-002,PROD-00107,CUST-000197,2,70.64,06/29/2026 09:21,cash
TXN-0000474,STORE-022,PROD-00180,CUST-000636,2,73.62,07-04-2026,card
TXN-0004344,STORE-020,PROD-00268,CUST-000581,3,159.92,07/15/2026 07:44,card
TXN-0003365,STORE-022,PROD-00182,CUST-000409,2,92.63,02/16/2026 16:55,cash
TXN-0004445,STORE-004,PROD-00112,CUST-000058,2,196.87,06/03/2026 18:00,mobile_wallet
TXN-0000168,STORE-005,PROD-00165,CUST-000295,1,131.68,2026-05-03T16:08:39,cash
TXN-0003831,STORE-019,SKU000225,CUST-000671,-1,372.01,07-04-2026,cash
TXN-0002251,STORE-018,PROD-00224,CUST-000731,3,109.98,14-09-2025,mobile_wallet
TXN-0002125,STORE-006,PROD-00054,CUST-000750,3,267.97,09/10/2025 13:00,mobile_wallet
TXN-0000819,STORE-011,PROD-00025,CUST-000298,4,233.72,04-08-2026,mobile_wallet
TXN-0004038,STORE-011,PROD-00218,CUST-000594,4,279.94,01-02-2026,card
TXN-0002904,STORE-013,PROD-00176,CUST-000844,2,122.92,17-08-2026,mobile_wallet
TXN-0004831,STORE-023,PROD-00238,CUST-000918,4,110.16,12/23/2025 06:48,mobile_wallet
TXN-0003352,STORE-018,PROD-00220,CUST-000748,5,218.32,28-01-2026,card
TXN-0004797,STORE-010,PROD-00100,CUST-000514,5,413.06,11/12/2025 14:46,card
TXN-0003601,STORE-005,PROD-00270,CUST-000858,2,191.88,14-08-2026,mobile_wallet
TXN-0004672,STORE-024,PROD-00182,CUST-000535,1,92.63,10/22/2025 14:08,cash
TXN-0004998,STORE-001,PROD-00123,CUST-000344,1,217.36,09/12/2025 04:30,cash
TXN-0000023,STORE-008,PROD-00252,CUST-000076,3,86.28,2025-12-31T12:12:32,mobile_wallet
TXN-0000687,STORE-019,PROD-00208,CUST-000899,1,270.9,2026-06-17T19:22:41,cash
TXN-0002727,STORE-021,PROD-00086,CUST-000503,3,24.26,11/28/2025 23:33,cash
TXN-0004298,STORE-022,SKU000295,CUST-000154,4,213.54,19-02-2026,cash
TXN-0003857,STORE-004,PROD-00135,CUST-000477,5,288.86,08/23/2025 12:47,card
TXN-0001167,STORE-013,SKU000011,CUST-000328,1,25.8,08/24/2025 11:30,mobile_wallet
TXN-0003569,STORE-002,SKU000175,CUST-000720,4,215.19,09-04-2026,mobile_wallet
TXN-0001166,STORE-020,PROD-00057,CUST-000782,5,65.86,2025-11-28T05:34:18,mobile_wallet
TXN-0000056,STORE-012,PROD-00059,CUST-000267,4,138.3,28-07-2026,card
TXN-0002274,STORE-010,PROD-00186,CUST-000186,5,108.59,12/05/2025 15:49,cash
TXN-0002447,STORE-016,PROD-00105,CUST-000892,4,126.39,12/14/2025 01:28,mobile_wallet
TXN-0002839,STORE-002,PROD-00062,CUST-000425,2,189.58,09-12-2025,cash
TXN-0002155,STORE-021,PROD-00058,CUST-000531,5,230.62,2025-10-29T19:23:44,mobile_wallet
TXN-0001407,STORE-014,PROD-00261,CUST-000961,3,132.7,2026-06-29T12:24:19,mobile_wallet
TXN-0001470,STORE-021,PROD-00293,CUST-000403,3,146.52,04-04-2026,cash
TXN-0002201,STORE-010,PROD-00243,CUST-000808,5,190.7,20-06-2026,card
TXN-0003250,STORE-019,PROD-00029,CUST-000434,3,235.83,08/01/2026 05:21,cash
TXN-0001396,STORE-024,PROD-00107,CUST-000085,5,70.64,09/08/2025 03:47,card
TXN-0002772,STORE-008,PROD-00044,CUST-000103,2,136.55,17-06-2026,card
TXN-0003706,STORE-016,PROD-00052,CUST-000494,1,403.8,2026-04-21T16:55:45,card
TXN-0001724,STORE-016,PROD-00201,CUST-000003,1,167.96,30-12-2025,card
TXN-0003996,STORE-001,PROD-00165,CUST-000538,2,131.68,07-09-2025,mobile_wallet
TXN-0000953,STORE-010,PROD-00224,CUST-000044,5,109.98,2025-10-11T21:08:42,card
TXN-0004449,STORE-001,PROD-00061,CUST-000624,4,142.82,09/30/2025 04:47,mobile_wallet
TXN-0001782,STORE-020,PROD-00131,CUST-000661,-1,154.11,2025-09-12T17:46:37,mobile_wallet
TXN-0003146,STORE-016,PROD-00166,CUST-000477,1,249.26,10/23/2025 18:11,card
TXN-0001131,STORE-003,PROD-00161,CUST-000976,4,244.6,15-04-2026,cash
TXN-0001033,STORE-010,PROD-00034,CUST-000586,1,134.98,24-12-2025,card
TXN-0001981,STORE-010,PROD-00080,CUST-000278,3,189.59,2025-09-05T06:37:58,card
TXN-0001297,STORE-025,SKU999999,CUST-000134,5,189.58,2026-06-13T17:59:59,cash
TXN-0003510,STORE-025,PROD-00294,CUST-000166,4,125.57,11-10-2025,cash
TXN-0003804,STORE-010,PROD-00175,CUST-000664,1,215.19,09/12/2025 15:05,cash
TXN-0002148,STORE-001,PROD-00283,CUST-000447,3,28.3,2025-10-29T19:45:52,mobile_wallet
TXN-0002694,STORE-025,PROD-00272,CUST-000969,2,149.44,2025-11-09T04:35:51,cash
TXN-0001004,STORE-013,PROD-00111,CUST-000376,2,15.96,04-10-2025,mobile_wallet
TXN-0001076,STORE-016,PROD-00052,CUST-000976,2,403.8,2025-12-06T04:30:16,card
TXN-0000001,STORE-017,PROD-00012,CUST-000826,2,272.48,2026-03-13T22:18:32,cash
TXN-0004035,STORE-013,PROD-00157,CUST-000552,5,141.14,23-11-2025,card
TXN-0003033,STORE-014,PROD-00162,CUST-000834,4,101.72,05/20/2026 22:41,mobile_wallet
TXN-0004938,STORE-009,PROD-00272,CUST-000286,2,149.44,12/29/2025 14:13,card
TXN-0002998,STORE-020,PROD-00186,CUST-000807,3,108.59,2026-04-03T15:59:46,cash
TXN-0001032,STORE-010,PROD-00268,CUST-000654,5,159.92,10/25/2025 20:57,cash
TXN-0001620,STORE-019,PROD-00025,CUST-000554,1,233.72,12/29/2025 11:18,cash
TXN-0002977,STORE-023,PROD-00026,CUST-000589,1,57.84,01-09-2025,cash
TXN-0003416,STORE-007,PROD-00054,CUST-000024,0,267.97,2026-04-12T05:22:28,mobile_wallet
TXN-0000042,STORE-001,PROD-00217,CUST-000430,5,123.22,2025-10-15T01:43:47,mobile_wallet
TXN-0002828,STORE-004,PROD-00114,CUST-000962,3,3.79,2026-01-01T11:04:56,card
TXN-0003291,STORE-013,PROD-00244,CUST-000449,3,26.03,07/25/2026 21:16,cash
TXN-0002877,STORE-013,PROD-00162,CUST-000537,0,101.72,2025-09-12T09:29:31,mobile_wallet
TXN-0000968,STORE-009,PROD-00194,CUST-000798,1,137.35,28-05-2026,card
TXN-0001678,STORE-009,PROD-00041,CUST-000331,4,40.95,02/19/2026 15:21,cash
TXN-0002308,STORE-002,PROD-00266,CUST-000105,1,21.53,09-03-2026,card
TXN-0004352,STORE-023,PROD-00279,CUST-000677,3,114.72,2026-07-26T04:36:50,cash
TXN-0001910,STORE-001,PROD-00172,CUST-000003,1,197.18,2026-03-22T10:56:50,mobile_wallet
TXN-0000415,STORE-010,SKU999999,CUST-000748,5,190.7,27-07-2026,cash
TXN-0004394,STORE-009,PROD-00191,CUST-000992,2,177.43,13-10-2025,card
TXN-0003884,STORE-012,SKU000045,CUST-000075,3,122.63,04/16/2026 17:46,card
TXN-0003846,STORE-013,PROD-00020,CUST-000242,4,55.46,2025-11-02T21:35:31,card
TXN-0002638,STORE-015,PROD-00065,CUST-000902,2,66.03,01-02-2026,cash
TXN-0002573,STORE-004,SKU000089,CUST-000311,1,18.86,2026-08-04T20:41:31,card
TXN-0001539,STORE-005,PROD-00238,CUST-000296,2,110.16,2025-09-21T11:16:07,card
TXN-0001250,STORE-007,PROD-00097,CUST-000834,3,5.72,16-09-2025,card
TXN-0002336,STORE-009,PROD-00169,CUST-000174,1,262.44,18-03-2026,mobile_wallet
TXN-0004638,STORE-001,PROD-00165,CUST-000954,1,131.68,2025-09-25T03:54:12,card
TXN-0003479,STORE-013,PROD-00124,CUST-000128,4,410.1,05/14/2026 10:58,mobile_wallet
TXN-0000962,STORE-021,PROD-00220,CUST-000619,4,218.32,10/11/2025 01:57,mobile_wallet
TXN-0001347,STORE-004,PROD-00012,CUST-000525,4,272.48,2026-02-11T19:01:47,mobile_wallet
TXN-0002542,STORE-013,PROD-00198,CUST-000914,2,11.18,06/27/2026 10:32,cash
TXN-0003968,STORE-023,PROD-00169,CUST-000957,3,262.44,2025-10-08T00:39:34,card
TXN-0001513,STORE-023,PROD-00165,CUST-000784,1,131.68,06/10/2026 00:24,card
TXN-0003556,STORE-012,PROD-00193,CUST-000489,5,70.07,2026-01-25T03:04:29,mobile_wallet
TXN-0000621,STORE-015,PROD-00291,CUST-000966,1,387.67,2026-03-21T08:15:48,cash
TXN-0001611,STORE-013,PROD-00154,CUST-000821,3,45.56,05-10-2025,cash
TXN-0004969,STORE-022,PROD-00153,CUST-000774,1,389.07,11-06-2026,mobile_wallet
TXN-0001171,STORE-013,PROD-00053,CUST-000614,4,209.68,2025-11-22T04:23:37,card
TXN-0003896,STORE-011,PROD-00118,CUST-000868,4,265.0,27-09-2025,card
TXN-0001162,STORE-010,PROD-00121,CUST-000623,3,360.88,09/23/2025 16:31,card
TXN-0002696,STORE-009,PROD-00089,CUST-000955,4,18.86,2025-10-01T00:04:06,cash
TXN-0000067,STORE-022,PROD-00055,CUST-000706,3,305.58,04/05/2026 08:46,cash
TXN-0000583,STORE-012,PROD-00161,CUST-000944,1,244.6,26-09-2025,card
TXN-0002082,STORE-023,PROD-00182,CUST-000488,1,92.63,08-01-2026,cash
TXN-0003688,STORE-017,PROD-00280,CUST-000896,4,30.75,2026-02-08T08:25:53,mobile_wallet
TXN-0002472,STORE-018,PROD-00010,CUST-000369,2,96.14,06/27/2026 18:08,mobile_wallet
TXN-0004108,STORE-021,PROD-00137,CUST-000132,3,278.35,30-06-2026,mobile_wallet
TXN-0002646,STORE-024,PROD-00130,CUST-000837,3,93.35,2026-01-22T07:39:36,card
TXN-0003106,STORE-021,PROD-00294,CUST-000584,3,125.57,2026-07-15T10:53:36,cash
TXN-0000233,STORE-022,PROD-00196,CUST-000499,5,190.23,12/10/2025 01:06,card
TXN-0001583,STORE-016,PROD-00085,CUST-000551,4,188.57,31-07-2026,card
TXN-0004965,STORE-003,PROD-00206,CUST-000099,1,275.13,07/27/2026 07:30,cash
TXN-0004077,STORE-015,PROD-00221,CUST-000750,2,89.36,03/21/2026 13:06,cash
TXN-0003400,STORE-025,PROD-00004,CUST-000459,4,105.24,27-08-2025,cash
TXN-0001207,STORE-009,PROD-00251,CUST-000478,1,304.44,11/02/2025 01:59,card
TXN-0004377,STORE-002,PROD-00148,CUST-000225,2,322.32,2025-12-21T17:39:08,card
TXN-0000123,STORE-006,PROD-00003,CUST-000191,4,283.27,05-08-2026,cash
TXN-0002462,STORE-005,PROD-00153,CUST-000624,5,389.07,11/06/2025 02:33,mobile_wallet
TXN-0002077,STORE-016,PROD-00024,CUST-000223,3,131.49,2026-07-24T15:51:38,card
TXN-0002742,STORE-016,PROD-00125,CUST-000512,4,373.21,01/02/2026 14:42,mobile_wallet
TXN-0001562,STORE-006,PROD-00233,CUST-000055,5,381.82,2026-01-27T12:09:41,card
TXN-0004875,STORE-022,PROD-00174,CUST-000089,2,195.74,19-04-2026,mobile_wallet
TXN-0003244,STORE-019,PROD-00038,CUST-000459,1,261.73,12-09-2025,cash
TXN-0002721,STORE-008,PROD-00228,CUST-000083,-1,168.6,2025-09-04T18:57:46,mobile_wallet
TXN-0003604,STORE-009,PROD-00246,CUST-000978,3,295.15,08/28/2025 07:10,cash
TXN-0002745,STORE-013,PROD-00068,CUST-000621,4,219.43,03/25/2026 06:50,cash
TXN-0001752,STORE-004,PROD-00084,CUST-000838,3,147.66,11-11-2025,mobile_wallet
TXN-0004685,STORE-005,PROD-00035,CUST-000820,3,241.08,21-02-2026,card
TXN-0002481,STORE-021,SKU000016,CUST-000004,2,50.67,2025-12-04T20:28:09,card
TXN-0002881,STORE-006,PROD-00153,CUST-000423,3,389.07,09/24/2025 11:35,cash
TXN-0002936,STORE-021,PROD-00041,CUST-000239,5,40.95,03/12/2026 07:00,mobile_wallet
TXN-0002383,STORE-010,PROD-00250,CUST-000814,1,27.33,2026-04-15T15:20:21,cash
TXN-0003472,STORE-025,PROD-00144,CUST-000166,-3,362.55,03/18/2026 09:56,cash
TXN-0003871,STORE-020,PROD-00118,CUST-000517,1,265.0,23-12-2025,cash
TXN-0000167,STORE-015,PROD-00057,CUST-000095,5,65.86,02/11/2026 14:48,card
TXN-0002140,STORE-006,PROD-00195,CUST-000272,1,66.89,2025-12-10T01:03:43,mobile_wallet
TXN-0002315,STORE-008,PROD-00110,CUST-000944,2,33.91,08/06/2026 23:26,card
TXN-0000786,STORE-025,PROD-00027,CUST-000085,2,103.95,10/17/2025 11:04,mobile_wallet
TXN-0002759,STORE-015,PROD-00085,CUST-000117,5,188.57,11/02/2025 11:22,card
TXN-0003314,STORE-004,PROD-00228,CUST-000499,1,168.6,04-09-2025,card
TXN-0004196,STORE-001,PROD-00100,CUST-000156,5,413.06,06/10/2026 09:33,card
TXN-0004820,STORE-015,PROD-00199,CUST-000361,1,49.88,08/13/2026 10:07,card
TXN-0002431,STORE-013,PROD-00001,CUST-000935,2,50.1,04/09/2026 05:03,cash
TXN-0001040,STORE-018,PROD-00070,CUST-000028,2,267.33,17-02-2026,mobile_wallet
TXN-0004432,STORE-012,PROD-00073,CUST-000534,5,41.57,21-09-2025,mobile_wallet
TXN-0004005,STORE-008,PROD-00283,CUST-000831,5,28.3,05/16/2026 07:56,mobile_wallet
TXN-0003478,STORE-024,PROD-00137,CUST-000621,5,278.35,09-12-2025,card
TXN-0004911,STORE-015,PROD-00013,CUST-000502,5,125.91,04/27/2026 21:02,cash
TXN-0002656,STORE-002,PROD-00259,CUST-000863,1,172.49,02-04-2026,card
TXN-0001639,STORE-024,PROD-00099,CUST-000526,3,139.51,2026-04-28T20:29:44,mobile_wallet
TXN-0002323,STORE-009,PROD-00135,CUST-000114,4,288.86,10/09/2025 06:49,card
TXN-0003689,STORE-019,PROD-00200,CUST-000037,2,88.0,30-04-2026,card
TXN-0004280,STORE-016,PROD-00102,CUST-000724,5,281.32,01/12/2026 21:35,card
TXN-0002451,STORE-022,PROD-00079,CUST-000908,5,410.73,2026-08-01T14:04:30,cash
TXN-0003408,STORE-018,PROD-00051,CUST-000195,5,248.42,2025-10-17T21:10:02,card
TXN-0002880,STORE-007,PROD-00037,CUST-000816,5,153.17,2026-01-16T04:53:53,card
TXN-0000981,STORE-011,PROD-00140,CUST-000154,5,234.87,2026-06-03T04:52:34,mobile_wallet
TXN-0000625,STORE-017,PROD-00109,CUST-000027,3,121.34,06-12-2025,card
TXN-0000371,STORE-018,PROD-00215,CUST-000100,2,320.74,2025-10-15T12:50:43,mobile_wallet
TXN-0001647,STORE-021,PROD-00033,CUST-000338,3,182.35,19-11-2025,mobile_wallet
TXN-0001157,STORE-017,PROD-00179,CUST-000890,2,120.71,03/02/2026 23:37,mobile_wallet
TXN-0000498,STORE-019,PROD-00210,CUST-000687,1,163.54,2026-08-16T22:30:38,cash
TXN-0001557,STORE-024,PROD-00062,CUST-000235,1,189.58,27-05-2026,cash
TXN-0000133,STORE-020,PROD-00247,CUST-000841,3,30.45,31-08-2025,cash
TXN-0000800,STORE-019,SKU000223,CUST-000167,2,244.67,19-09-2025,card
TXN-0004961,STORE-024,PROD-00125,CUST-000730,2,373.21,2026-06-09T20:04:31,mobile_wallet
TXN-0004764,STORE-013,PROD-00067,CUST-000990,1,234.05,07/11/2026 23:56,mobile_wallet
TXN-0000538,STORE-002,PROD-00166,CUST-000382,1,249.26,2026-07-02T07:05:17,cash
TXN-0002566,STORE-002,PROD-00034,CUST-000139,4,134.98,10/14/2025 16:30,card
TXN-0002449,STORE-004,PROD-00204,CUST-000740,2,220.1,2025-12-08T06:35:58,card
TXN-0003862,STORE-003,PROD-00041,CUST-000354,2,40.95,2025-09-02T11:17:12,mobile_wallet
TXN-0002607,STORE-013,PROD-00130,CUST-000481,1,93.35,2025-10-14T17:20:23,cash
TXN-0003930,STORE-019,PROD-00234,CUST-000396,2,218.66,12/26/2025 03:34,mobile_wallet
TXN-0003338,STORE-018,PROD-00048,CUST-000573,4,363.63,08/22/2026 10:01,mobile_wallet
TXN-0004205,STORE-006,PROD-00164,CUST-000027,2,231.45,02/28/2026 07:21,mobile_wallet
TXN-0002645,STORE-005,PROD-00194,CUST-000021,1,137.35,12-10-2025,cash
TXN-0003132,STORE-020,PROD-00169,CUST-000200,1,262.44,2026-08-13T15:00:47,card
TXN-0004359,STORE-011,PROD-00165,CUST-000808,1,131.68,10-10-2025,mobile_wallet
TXN-0002558,STORE-009,PROD-00197,CUST-000907,1,58.81,04-05-2026,mobile_wallet
TXN-0003899,STORE-004,PROD-00230,CUST-000871,3,29.05,11/24/2025 06:38,cash
TXN-0001399,STORE-024,PROD-00064,CUST-000098,5,103.31,02/02/2026 07:27,card
TXN-0002304,STORE-017,PROD-00013,CUST-000124,4,125.91,2025-12-25T04:39:11,card
TXN-0004761,STORE-007,PROD-00230,CUST-000518,1,29.05,16-07-2026,mobile_wallet
TXN-0004372,STORE-007,PROD-00024,CUST-000315,3,131.49,02-10-2025,cash
TXN-0000923,STORE-005,PROD-00230,CUST-000793,3,29.05,08/01/2026 13:36,card
TXN-0004255,STORE-014,PROD-00059,CUST-000811,5,138.3,26-10-2025,mobile_wallet
TXN-0003527,STORE-010,PROD-00180,CUST-000485,1,73.62,2026-01-15T07:03:26,mobile_wallet
TXN-0002572,STORE-001,PROD-00095,CUST-000706,3,165.36,12-07-2026,card
TXN-0001083,STORE-014,PROD-00037,CUST-000700,5,153.17,23-09-2025,cash
